role_id,role_title,masco_code,masco_source_page_pdf,rated_task_count,remote_capable_tasks,remote_onsite_tasks,remote_unclear_tasks,remote_pre_rating,ai_exposable_tasks,ai_exposure_share,ai_pre_rating,independent_raters_required,reconciliation_status,release_use,task_source_level,source_url
M313501,Metal Processing Control Operator,313501,,9,1,4,4,low,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3135-01
M314101,Biological Technician,314101,,9,4,3,2,low,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3141-01
M314102,Entomological Technician,314102,,10,2,1,7,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3141-02
M314103,Botanical Technician,314103,,9,7,1,1,low,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3141-03
M314104,Artificial Breeding Technician,314104,,10,2,1,7,low,3,0.3,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3141-04
M314105,Zoological Technician,314105,,10,8,2,0,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3141-05
M314201,Soil Science Technician,314201,,9,2,2,5,low,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-01
M314202,Horticulture Technician,314202,,10,9,1,0,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-02
M314203,Irrigation Technician,314203,,5,2,2,1,low,1,0.2,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-03
M314204,Farming Technician (Animal Production),314204,,9,3,1,5,low,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-04
M314205,Halal Livestock Production Supervisor,314205,,8,2,0,6,medium,2,0.25,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-05
M314206,Assistant Agricultural Officer Grade G5,314206,,10,7,1,2,low,7,0.7,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-06
M314207,Assistant Land Planning Officer Grade G5,314207,,8,3,2,3,low,4,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-07
M314208,Land Scheme Supervisor Grade G1,314208,,7,1,0,6,medium,1,0.1429,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3142-08
M314301,Forestry Technician,314301,,10,5,1,4,low,3,0.3,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3143-01
M314303,Assistant Conservator of Forests Grade G5,314303,,7,0,0,7,medium,0,0.0,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3143-03
M314304,Assistant Wildlife Officer Grade G5,314304,,8,0,0,8,medium,1,0.125,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3143-04
M314305,Wildlife Assistant Grade G1,314305,,6,0,0,6,medium,1,0.1667,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3143-05
M314401,Hatchery Technician,314401,,10,3,2,5,low,5,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3144-01
M314402,Hatchery Supervisor,314402,,9,3,2,4,low,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3144-02
M314403,Fishery Technician,314403,,9,2,2,5,low,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3144-03
M314404,Hatchery Assistant,314404,,10,3,3,4,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3144-04
M314405,Aquaculture Technician,314405,,7,3,1,3,low,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3144-05
M314407,Assistant Fisheries Officer Grade G5,314407,,9,5,1,3,low,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3144-07
M315101,Air Traffic Safety Technician,315101,,7,3,3,1,low,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3151-01
M315102,Aviation Maintenance Technician,315102,,8,3,1,4,low,2,0.25,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3151-02
M315103,Aircraft Restorer,315103,,6,1,0,5,medium,3,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3151-03
M315104,Airframe and Power Plant Technician,315104,,8,1,0,7,medium,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3151-04
M315105,Rocket Engine Component Technician,315105,,6,2,0,4,medium,5,0.8333,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3151-05
M315107,"Aircraft Examiner Grade A5, A6",315107,,10,2,4,4,low,7,0.7,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3151-07
M315108,Assistant Air Traffic Control Officer Grade A5,315108,,9,4,0,5,medium,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3151-08
M315201,Berthing Master,315201,,9,3,0,6,medium,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3152-01
M315202,Ship Technician,315202,,5,1,0,4,medium,1,0.2,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3152-02
M315203,Marine Assistant Grade A1,315203,,8,5,0,3,medium,6,0.75,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3152-03
M315204,Assistant Marine Officer Grade A5,315204,,8,4,0,4,medium,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3152-04
M315301,Train Technician,315301,,6,2,0,4,medium,1,0.1667,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3153-01
M315302,Track Network Technician,315302,,6,3,0,3,medium,3,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3153-02
M315303,Signalling and Communication Technician,315303,,6,5,1,0,low,1,0.1667,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3153-03
M315401,Motor Vehicle Technician,315401,,9,5,0,4,medium,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3154-01
M315901,Transport/Logistics Supervisor,315901,,9,2,0,7,medium,2,0.2222,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3159-01
M315902,Green Technology Infrastructure Assistant Facilitator,315902,,10,4,0,6,medium,2,0.2,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3159-02
M316101,Nuclear Technician,316101,,9,1,2,6,low,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3161-01
M321101,Radiographer,321101,,9,2,2,5,low,2,0.2222,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3211-01
M321102,Radiographer Grade U5,321102,,5,2,1,2,low,2,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3211-02
M321201,Ecology Technician,321201,,9,6,1,2,low,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3212-01
M321202,Histology Technician,321202,,9,4,1,4,low,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3212-02
M321203,Cytology Technician,321203,,7,2,1,4,low,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3212-03
M321204,Physiology Technician,321204,,6,2,2,2,low,5,0.8333,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3212-04
M321205,Parasitological Assistant,321205,,7,1,2,4,low,2,0.2857,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3212-05
M321206,Medical Laboratory Technician,321206,,7,3,2,2,low,4,0.5714,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3212-06
M321207,Surgical Technician,321207,,7,1,3,3,low,1,0.1429,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3212-07
M321301,Pharmaceutical Assistant,321301,,7,1,0,6,medium,1,0.1429,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3213-01
M321302,Pharmacy Aide,321302,,7,2,1,4,low,1,0.1429,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3213-02
M321303,Assistant Pharmacy Officer Grade U5,321303,,9,2,0,7,medium,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3213-03
M321401,Dental Technician,321401,,6,1,0,5,medium,1,0.1667,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3214-01
M321402,Orthotist,321402,,5,3,1,1,low,2,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3214-02
M321501,Prosthetic Technician,321501,,6,1,2,3,low,1,0.1667,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3215-01
M321502,Medical Technician Grade U1,321502,,5,0,1,4,low,0,0.0,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3215-02
M322101,Practical Nurse,322101,,10,2,1,7,low,2,0.2,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3221-01
M322102,Nurse Grade U5,322102,,10,4,2,4,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3221-02
M323101,Traditional and Complementary Medicine Associate Professional,323101,,9,2,0,7,medium,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3231-01
M324101,Veterinary Biotech Research Technician,324101,,10,6,1,3,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3241-01
M324102,Veterinary Artificial Inseminator,324102,,8,2,1,5,low,2,0.25,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3241-02
M324103,Veterinary Biotech Production Technician,324103,,7,3,1,3,low,2,0.2857,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3241-03
M324104,Veterinary Nurse,324104,,9,2,0,7,medium,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3241-04
M324105,Animal Therapist,324105,,8,3,1,4,low,2,0.25,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3241-05
M324107,Assistant Veterinary Officer Grade G5,324107,,10,3,0,7,medium,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3241-07
M325101,Dental Aide/Assistant,325101,,7,1,1,5,low,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3251-01
M325102,Dental Hygienist,325102,,9,2,1,6,low,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3251-02
M325103,Dental Surgery Assistant Grade U1,325103,,10,1,2,7,low,1,0.1,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3251-03
M325104,Dental Therapist Grade U5,325104,,5,2,0,3,medium,2,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3251-04
M325301,Community Health Promoter,325301,,8,2,0,6,medium,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3253-01
M325302,Village Health Worker,325302,,9,2,0,7,medium,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3253-02
M325303,Community Nurse Grade U1,325303,,10,4,2,4,low,2,0.2,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3253-03
M325401,Optician,325401,,8,1,0,7,medium,0,0.0,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3254-01
M325501,Massage Therapist,325501,,7,3,1,3,low,1,0.1429,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3255-01
M325502,Physiotherapy Technician,325502,,8,3,1,4,low,4,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3255-02
M325503,Stress Therapist,325503,,7,5,0,2,medium,0,0.0,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3255-03
M325601,Medical Laboratory Assistant,325601,,7,2,1,4,low,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3256-01
M325602,Hospital Assistant,325602,,7,3,1,3,low,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3256-02
M325603,Diagnostic Imaging Equipment Technician,325603,,9,2,1,6,low,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3256-03
M325604,Sonographer,325604,,7,2,1,4,low,2,0.2857,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3256-04
M325605,Clinical Instructor,325605,,7,2,1,4,low,2,0.2857,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3256-05
M325606,Ophthalmic Assistant,325606,,8,1,0,7,medium,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3256-06
M325607,Assistant Medical Officer Grade U5,325607,,5,1,0,4,medium,3,0.6,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3256-07
M325701,Public Health Unit Inspector,325701,,10,4,1,5,low,3,0.3,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-01
M325702,Occupational Safety and Health Inspector,325702,,9,2,2,5,low,2,0.2222,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-02
M325703,Product Quality Inspector,325703,,10,5,1,4,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-03
M325704,Water Inspector,325704,,10,6,2,2,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-04
M325705,Mine Safety Inspector,325705,,9,2,1,6,low,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-05
M325706,Mine Examiner,325706,,10,3,1,6,low,1,0.1,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-06
M325707,Assistant Food Technology Officer Grade C5,325707,,8,4,3,1,low,5,0.625,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-07
M325708,Assistant Environmental Health Officer Grade U5,325708,,7,3,2,2,low,5,0.7143,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-08
M325709,Assistant Environmental Control Officer Grade C5,325709,,10,2,1,7,low,4,0.4,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3257-09
M325801,Ambulance Officer,325801,,6,2,1,3,low,1,0.1667,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3258-01
M325802,Emergency Paramedic,325802,,8,2,2,4,low,1,0.125,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3258-02
M331401,Assistant Statistics Officer Grade E5,331401,,8,6,1,1,low,7,0.875,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3314-01
M351101,Computer Technician,351101,,7,5,2,0,low,4,0.5714,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-01
M351102,Electronic Data Processing Technician,351102,,8,5,3,0,low,5,0.625,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-02
M351103,Information Technology Assistant,351103,,9,6,2,1,low,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-03
M351104,Computer Console Operator,351104,,9,5,3,1,low,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-04
M351105,Engineering Assistant (Telecommunications),351105,,7,3,2,2,low,2,0.2857,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-05
M351106,Management Information Systems Supervisor,351106,,9,6,0,3,medium,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-06
M351107,Computer Technician Grade FT1,351107,,9,5,0,4,medium,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-07
M351108,Assistant Information Technology Officer Grade FA5,351108,,9,6,0,3,medium,7,0.7778,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3511-08
M351201,Computer Help Desk Technician,351201,,7,4,0,3,medium,4,0.5714,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-01
M351202,Information Technology Technician,351202,,8,6,1,1,low,4,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-02
M351203,Computer Assistant,351203,,5,3,1,1,low,3,0.6,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-03
M351204,Communications Assistant (ICT),351204,,7,5,0,2,medium,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-04
M351205,Database Assistant,351205,,6,5,0,1,medium,6,1.0,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-05
M351206,Computer Programming Assistant,351206,,6,6,0,0,high,6,1.0,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-06
M351207,Call Centre Trainer,351207,,8,3,1,4,low,2,0.25,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-07
M351208,Data Centre Supervisor,351208,,8,6,2,0,low,6,0.75,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-08
M351209,Technical Support Technician,351209,,9,6,0,3,medium,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3512-09
M351301,Computer Network Technician,351301,,6,3,0,3,medium,3,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3513-01
M351302,Network Security Technician (ICT),351302,,9,4,1,4,low,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3513-02
M351401,Web Technician,351401,,8,5,0,3,medium,5,0.625,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3514-01
M351402,Creative Assistance,351402,,7,4,1,2,low,5,0.7143,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3514-02
M352101,Cinematographer,352101,,9,3,3,3,low,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-01
M352102,Motion Picture Assistant,352102,,6,2,2,2,low,4,0.6667,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-02
M352103,Sound Mixer,352103,,7,0,2,5,low,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-03
M352104,Ships Radio Officer,352104,,7,5,2,0,low,1,0.1429,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-04
M352105,Broadcast Technician,352105,,9,2,3,4,low,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-05
M352106,Land-Base Radio Equipment Technician,352106,,8,6,0,2,medium,4,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-06
M352107,Flight Radio Equipment Technician,352107,,5,2,1,2,low,1,0.2,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-07
M352108,Videographer,352108,,7,2,3,2,low,1,0.1429,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-08
M352109,Assistant Telecommunications Engineer,352109,,8,5,1,2,low,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-09
M352111,"Audio-Visual Technician Grade N1, N2, N3, N4",352111,,4,0,2,2,low,2,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3521-11
M352201,Telecommunications Technician,352201,,9,2,3,4,low,3,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3522-01
M363201,Interior Designer,363201,,8,5,0,3,medium,5,0.625,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3632-01
M363206,Carve Technician,363206,,6,2,2,2,low,2,0.3333,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3632-06
M363209,Designer Grade B1,363209,,10,5,2,3,low,7,0.7,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3632-09
M363301,Gallery/Museum Technician,363301,,9,2,0,7,medium,1,0.1111,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3633-01
M363302,Library Technician,363302,,8,2,0,6,medium,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3633-02
M363401,Stage/Broadcast Production Technician,363401,,8,1,7,0,low,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/3634-01
M411106,Economic Affairs Assistant Grade E1,411106,,10,5,0,5,medium,5,0.5,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4111-06
M413202,Data Entry Clerk,413202,,10,8,1,1,low,9,0.9,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4132-02
M422601,Enumerator/Survey Interviewer,422601,,9,4,1,4,low,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4226-01
M431101,Auction Clerk,431101,,9,4,0,5,medium,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-01
M431102,Audit Clerk,431102,,9,7,0,2,medium,6,0.6667,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-02
M431103,Credit Control Clerk,431103,,9,5,0,4,medium,6,0.6667,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-03
M431104,Billing Clerk,431104,,7,4,0,3,medium,6,0.8571,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-04
M431105,Property Clerk,431105,,8,7,0,1,medium,5,0.625,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-05
M431106,Cost Clerk,431106,,10,7,0,3,medium,8,0.8,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-06
M431107,Office Cash Clerk,431107,,9,5,0,4,medium,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-07
M431108,Energy Audit Assistant Technician,431108,,9,5,1,3,low,5,0.5556,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-08
M431109,Compliance Assistant,431109,,7,3,0,4,medium,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-09
M431110,Audit Assistant Grade W1,431110,,4,1,0,3,medium,1,0.25,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4311-10
M431201,Statistical Clerk,431201,,5,3,1,1,low,3,0.6,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-01
M431204,Finance Clerk,431204,,8,5,1,2,low,5,0.625,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-04
M431205,Brokerage Clerk,431205,,6,6,0,0,high,5,0.8333,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-05
M431206,Insurance Clerk,431206,,7,5,0,2,medium,4,0.5714,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-06
M431207,Tax Clerk,431207,,8,8,0,0,high,7,0.875,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-07
M431208,Investment Clerk,431208,,7,6,0,1,medium,5,0.7143,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-08
M431209,Adjustment Clerk,431209,,7,2,0,5,medium,3,0.4286,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-09
M431210,Stockbroker Clerk,431210,,9,5,0,4,medium,4,0.4444,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-10
M431211,Rating Clerk,431211,,7,4,0,3,medium,5,0.7143,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-11
M431212,Assistant Broker,431212,,8,6,0,2,medium,3,0.375,medium,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-12
M431213,Collateral Clerk,431213,,6,6,0,0,high,6,1.0,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-13
M431214,Mortgage Clerk,431214,,7,5,0,2,medium,5,0.7143,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-14
M431215,Actuarial Assistant,431215,,7,6,0,1,medium,6,0.8571,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-15
M431216,E-Commerce Assistant,431216,,7,4,0,3,medium,2,0.2857,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-16
M431217,Leasing Assistant,431217,,7,6,0,1,medium,6,0.8571,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-17
M431218,Administrative Assistant (Finance) Grade W1,431218,,10,2,0,8,medium,1,0.1,low,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-18
M431219,Statistical Assistant Grade E1,431219,,8,5,0,3,medium,5,0.625,high,2,pending,research_pre_rating_only,exact_occupation,https://emasco.mohr.gov.my/masco/4312-19
