anchor_id,role_id,masco_code,role_title,anchor_rank,anchor_type,anchor_text,source_standard,source_record_id,source_url,license_id
M121202-A12,M121202,121202,Occupational Safety and Health Manager,12,task,Manages organisational response to any injury and compliance investigations,OSCA 2024 Version 1.0,111633|task:3,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121202-A13,M121202,121202,Occupational Safety and Health Manager,13,skill,assessment of risks and threats,ESCO 1.2.1,http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121202-A14,M121202,121202,Occupational Safety and Health Manager,14,task,Investigate accidents to identify causes or to determine how such accidents might be prevented in the future.,O*NET 31.0,19-5011.00|task:11064,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121404-A01,M121404,121404,Supply Chain and Logistics Management Manager,1,skill,analyse business plans,ESCO 1.2.1,http://data.europa.eu/esco/skill/5da3c765-10a3-49eb-934c-ec401ceb1a34,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121404-A02,M121404,121404,Supply Chain and Logistics Management Manager,2,task,"Determine appropriate equipment and staffing levels to load, unload, move, or store materials.",O*NET 31.0,11-3071.04|task:20942,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121404-A03,M121404,121404,Supply Chain and Logistics Management Manager,3,skill,analyse logistic changes,ESCO 1.2.1,http://data.europa.eu/esco/skill/5d26851b-270a-4fbe-abeb-2bfd6eba3e2d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121404-A04,M121404,121404,Supply Chain and Logistics Management Manager,4,task,"Manage activities related to strategic or tactical purchasing, material requirements planning, controlling inventory, warehousing, or receiving.",O*NET 31.0,11-3071.04|task:20943,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121404-A05,M121404,121404,Supply Chain and Logistics Management Manager,5,skill,analyse supply chain strategies,ESCO 1.2.1,http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121404-A06,M121404,121404,Supply Chain and Logistics Management Manager,6,task,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,O*NET 31.0,11-3071.04|task:15680,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121404-A07,M121404,121404,Supply Chain and Logistics Management Manager,7,skill,analyse supply chain trends,ESCO 1.2.1,http://data.europa.eu/esco/skill/b7e57889-a84f-440c-9e60-459aa69979e9,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121404-A08,M121404,121404,Supply Chain and Logistics Management Manager,8,task,"Define performance metrics for measurement, comparison, or evaluation of supply chain factors, such as product cost or quality.",O*NET 31.0,11-3071.04|task:15695,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121404-A09,M121404,121404,Supply Chain and Logistics Management Manager,9,skill,assess supplier risks,ESCO 1.2.1,http://data.europa.eu/esco/skill/96ec2d53-4f41-4172-8ef2-70742c4bb540,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121404-A10,M121404,121404,Supply Chain and Logistics Management Manager,10,skill,Reading Comprehension,O*NET 31.0,11-3071.04|skill:2.A.1.a,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121404-A11,M121404,121404,Supply Chain and Logistics Management Manager,11,skill,corporate social responsibility,ESCO 1.2.1,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121404-A12,M121404,121404,Supply Chain and Logistics Management Manager,12,skill,Active Listening,O*NET 31.0,11-3071.04|skill:2.A.1.b,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121404-A13,M121404,121404,Supply Chain and Logistics Management Manager,13,skill,Speaking,O*NET 31.0,11-3071.04|skill:2.A.1.d,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121408-A01,M121408,121408,Technology Manager,1,skill,attend to ICT systems quality,ESCO 1.2.1,http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121408-A02,M121408,121408,Technology Manager,2,task,"Manage project execution to ensure adherence to budget, schedule, and scope.",O*NET 31.0,15-1299.09|task:16169,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121408-A03,M121408,121408,Technology Manager,3,skill,define technology strategy,ESCO 1.2.1,http://data.europa.eu/esco/skill/248894d1-42dc-474f-af6e-2da52ac0c679,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121408-A04,M121408,121408,Technology Manager,4,task,Confer with project personnel to identify and resolve problems.,O*NET 31.0,15-1299.09|task:16154,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121408-A05,M121408,121408,Technology Manager,5,skill,design process,ESCO 1.2.1,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121408-A06,M121408,121408,Technology Manager,6,task,Monitor or track project milestones and deliverables.,O*NET 31.0,15-1299.09|task:16157,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121408-A07,M121408,121408,Technology Manager,7,skill,develop ICT workflow,ESCO 1.2.1,http://data.europa.eu/esco/skill/751941a0-5645-4f8b-b97e-b252909d5edb,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121408-A08,M121408,121408,Technology Manager,8,task,"Submit project deliverables, ensuring adherence to quality standards.",O*NET 31.0,15-1299.09|task:16152,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121408-A09,M121408,121408,Technology Manager,9,skill,digital systems,ESCO 1.2.1,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121408-A10,M121408,121408,Technology Manager,10,skill,Critical Thinking,O*NET 31.0,15-1299.09|skill:2.A.2.a,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121408-A11,M121408,121408,Technology Manager,11,skill,improve business processes,ESCO 1.2.1,http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121408-A12,M121408,121408,Technology Manager,12,skill,Reading Comprehension,O*NET 31.0,15-1299.09|skill:2.A.1.a,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121408-A13,M121408,121408,Technology Manager,13,skill,Active Listening,O*NET 31.0,15-1299.09|skill:2.A.1.b,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121409-A01,M121409,121409,Chief Business Officer,1,skill,analyse business plans,ESCO 1.2.1,http://data.europa.eu/esco/skill/5da3c765-10a3-49eb-934c-ec401ceb1a34,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121409-A02,M121409,121409,Chief Business Officer,2,task,Monitor and evaluate effectiveness of sustainability programs.,O*NET 31.0,11-1011.03|task:15382,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121409-A03,M121409,121409,Chief Business Officer,3,task,Analyses information needs and specifies technology to meet those needs,OSCA 2024 Version 1.0,113131|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121409-A04,M121409,121409,Chief Business Officer,4,skill,analyse financial performance of a company,ESCO 1.2.1,http://data.europa.eu/esco/skill/8a43795b-bb38-4f29-91df-a6c92ad4643c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121409-A05,M121409,121409,Chief Business Officer,5,task,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",O*NET 31.0,11-1011.03|task:15384,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121409-A06,M121409,121409,Chief Business Officer,6,task,"Formulates and directs ICT strategies, and aligns ICT strategies with business objectives",OSCA 2024 Version 1.0,113131|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121409-A07,M121409,121409,Chief Business Officer,7,skill,assume responsibility for the management of a business,ESCO 1.2.1,http://data.europa.eu/esco/skill/ddc8da70-b94f-43ef-88dc-aebc7bef4f7d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121409-A08,M121409,121409,Chief Business Officer,8,task,"Develop, or oversee the development of, sustainability evaluation or monitoring systems.",O*NET 31.0,11-1011.03|task:15379,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121409-A09,M121409,121409,Chief Business Officer,9,task,"Oversees ICT infrastructure, ensuring optimal performance and security",OSCA 2024 Version 1.0,113131|task:3,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121409-A10,M121409,121409,Chief Business Officer,10,skill,build trust,ESCO 1.2.1,http://data.europa.eu/esco/skill/eade4171-3d57-4fb2-9518-44d5a1da4ff5,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121409-A11,M121409,121409,Chief Business Officer,11,task,Supervise employees or volunteers working on sustainability projects.,O*NET 31.0,11-1011.03|task:15372,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121409-A12,M121409,121409,Chief Business Officer,12,task,"Assesses suitability of current ICT and data systems and processes, and oversees upgrades and maintenance",OSCA 2024 Version 1.0,113131|task:4,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121409-A13,M121409,121409,Chief Business Officer,13,skill,business process modelling,ESCO 1.2.1,http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121409-A14,M121409,121409,Chief Business Officer,14,skill,Writing,O*NET 31.0,11-1011.03|skill:2.A.1.c,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M122301-A01,M122301,122301,Research and Development Manager,1,skill,analyse business plans,ESCO 1.2.1,http://data.europa.eu/esco/skill/5da3c765-10a3-49eb-934c-ec401ceb1a34,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M122301-A02,M122301,122301,Research and Development Manager,2,task,Analyze training needs to develop new training programs or modify and improve existing programs.,O*NET 31.0,11-3131.00|task:1015,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M122301-A03,M122301,122301,Research and Development Manager,3,task,"Develops and implements research project strategies, priorities and targets to support commercial and policy developments",OSCA 2024 Version 1.0,111531|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M122301-A04,M122301,122301,Research and Development Manager,4,skill,analyse external factors of companies,ESCO 1.2.1,http://data.europa.eu/esco/skill/ce5b1446-b5e3-4f05-a5ac-83f2ee142a44,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M122301-A05,M122301,122301,Research and Development Manager,5,task,"Evaluate instructor performance and the effectiveness of training programs, providing recommendations for improvement.",O*NET 31.0,11-3131.00|task:1009,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M122301-A06,M122301,122301,Research and Development Manager,6,task,Leads major research projects and coordinates activities of other research workers,OSCA 2024 Version 1.0,111531|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M122301-A07,M122301,122301,Research and Development Manager,7,skill,analyse internal factors of companies,ESCO 1.2.1,http://data.europa.eu/esco/skill/91816e1a-d026-4d21-9b1c-59ca5cf488de,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M122301-A08,M122301,122301,Research and Development Manager,8,task,"Plan, develop, and provide training and staff development programs, using knowledge of the effectiveness of methods such as classroom training, demonstrations, on-the-job training, meetings, conferences, and workshops.",O*NET 31.0,11-3131.00|task:1014,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M122301-A09,M122301,122301,Research and Development Manager,9,task,Assesses the benefits and monitors the costs and effectiveness of research and development activities,OSCA 2024 Version 1.0,111531|task:3,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M122301-A10,M122301,122301,Research and Development Manager,10,skill,assess the feasibility of implementing developments,ESCO 1.2.1,http://data.europa.eu/esco/skill/21056f6a-8a85-4eb0-b709-468578b809e0,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M122301-A11,M122301,122301,Research and Development Manager,11,task,"Confer with management and conduct surveys to identify training needs based on projected production processes, changes, and other factors.",O*NET 31.0,11-3131.00|task:1012,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M122301-A12,M122301,122301,Research and Development Manager,12,task,"Interprets results of research projects, and recommends associated product and service development innovations",OSCA 2024 Version 1.0,111531|task:4,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M122301-A13,M122301,122301,Research and Development Manager,13,skill,carry out strategic research,ESCO 1.2.1,http://data.europa.eu/esco/skill/0aa02c52-077d-45f8-8c2d-7132c11ac16e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M122301-A14,M122301,122301,Research and Development Manager,14,skill,Learning Strategies,O*NET 31.0,11-3131.00|skill:2.A.2.c,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M131101-A01,M131101,131101,Forestry Manager,1,skill,agronomy,ESCO 1.2.1,http://data.europa.eu/esco/skill/afdcb380-ef9f-4785-b877-cc551f035034,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131101-A02,M131101,131101,Forestry Manager,2,skill,animal welfare legislation,ESCO 1.2.1,http://data.europa.eu/esco/skill/49212efd-acf0-4257-a011-e07c9e369ecf,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131101-A03,M131101,131101,Forestry Manager,3,skill,conserve forests,ESCO 1.2.1,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131101-A04,M131101,131101,Forestry Manager,4,skill,de-limb trees,ESCO 1.2.1,http://data.europa.eu/esco/skill/51b4a8c4-6af7-41b7-a68d-f3c2fd63c9ec,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131101-A05,M131101,131101,Forestry Manager,5,skill,environmental legislation,ESCO 1.2.1,http://data.europa.eu/esco/skill/6f5850ea-5785-4e2c-b062-743066fd5bdb,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131101-A06,M131101,131101,Forestry Manager,6,skill,environmental policy,ESCO 1.2.1,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131102-A01,M131102,131102,Agricultural Manager,1,skill,agricultural business management,ESCO 1.2.1,http://data.europa.eu/esco/skill/518779a6-ea5d-4e4b-8029-8bc90b5bcb92,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131102-A02,M131102,131102,Agricultural Manager,2,task,"Collect and record growth, production, and environmental data.",O*NET 31.0,11-9013.00|task:21370,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M131102-A03,M131102,131102,Agricultural Manager,3,skill,agronomical production principles,ESCO 1.2.1,http://data.europa.eu/esco/skill/5eafee30-f3b6-4cd6-baf8-517bb2f3d625,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131102-A04,M131102,131102,Agricultural Manager,4,task,"Manage nurseries that grow horticultural plants for sale to trade or retail customers, for display or exhibition, or for research.",O*NET 31.0,11-9013.00|task:21371,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M131102-A05,M131102,131102,Agricultural Manager,5,skill,assess new farming technologies,ESCO 1.2.1,http://data.europa.eu/esco/skill/b82f51d0-38d1-45f6-99a0-4586309c6b60,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131102-A06,M131102,131102,Agricultural Manager,6,task,"Direct and monitor trapping and spawning of fish, egg incubation, and fry rearing, applying knowledge of management and fish culturing techniques.",O*NET 31.0,11-9013.00|task:21372,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M131102-A07,M131102,131102,Agricultural Manager,7,skill,assign duties to agriculture workers,ESCO 1.2.1,http://data.europa.eu/esco/skill/18a5e674-550e-4fdf-98e9-df4584e2869c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M131102-A08,M131102,131102,Agricultural Manager,8,task,"Direct and monitor the transfer of mature fish to lakes, ponds, streams, or commercial tanks.",O*NET 31.0,11-9013.00|task:21373,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
