role_id,masco_code,role_title,locale,role_standard,crosswalk_status,crosswalk_confidence,mapped_masco2020_code,mapped_masco2020_title,global_sources,global_match_count,global_anchor_count,question_count,linked_open_qa_count,role_source_url,role_license_status
M214909,214909,Quality Assurance/Quality Control Inspection Engineer (QA/QC),en-MY,MASCO 2020,retained,high,214921,Quality Assurance/Quality Control Inspection Engineer (QA/QC),ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336,official_source_rights_review_required_for_external_bulk_redistribution
M214910,214910,Commissioning Engineer,en-MY,MASCO 2020,retained,high,214923,Commissioning Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,official_source_rights_review_required_for_external_bulk_redistribution
M214911,214911,Nano Engineer,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M214913,214913,Factories and Machinery Inspector Grade J9,en-MY,MASCO 2020,retained,high,214922,Factories and Machinery Inspector Grade J41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,official_source_rights_review_required_for_external_bulk_redistribution
M215101,215101,Electrical Engineer,en-MY,MASCO 2020,retained,high,215102,Electrical Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,official_source_rights_review_required_for_external_bulk_redistribution
M215102,215102,Electrical Energy Auditor,en-MY,MASCO 2020,retained,high,215135,Electrical Energy Auditor,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,official_source_rights_review_required_for_external_bulk_redistribution
M215103,215103,Electrical Superintendent,en-MY,MASCO 2020,retained,high,215136,Electrical Superintendent,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,official_source_rights_review_required_for_external_bulk_redistribution
M215201,215201,Electronics Engineer,en-MY,MASCO 2020,retained,high,215202,Electronics Engineer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337,official_source_rights_review_required_for_external_bulk_redistribution
M215202,215202,Integrated Circuit (IC) Package Assembly Process Engineer,en-MY,MASCO 2020,retained,high,215236,Integrated Circuit Package Assembly Process Engineer (IC),ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,official_source_rights_review_required_for_external_bulk_redistribution
M215301,215301,Telecommunications Engineer,en-MY,MASCO 2020,retained,high,215301,Telecommunications Engineer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,official_source_rights_review_required_for_external_bulk_redistribution
M215302,215302,Network and Systems Engineer,en-MY,MASCO 2020,retained,high,215323,Network and System Engineer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,official_source_rights_review_required_for_external_bulk_redistribution
M215303,215303,Acoustic Engineer,en-MY,MASCO 2020,retained,high,215330,Acoustic Engineer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,official_source_rights_review_required_for_external_bulk_redistribution
M216101,216101,Architect,en-MY,MASCO 2020,retained,high,216102,Architect,ESCO 1.2.1; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216102,216102,Architect Grade J9/J10,en-MY,MASCO 2020,retained,high,216101,Architect Grade J41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338,official_source_rights_review_required_for_external_bulk_redistribution
M216201,216201,Landscape Architect,en-MY,MASCO 2020,retained,high,216202,Landscape Architect,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216202,216202,Landscape Architect Grade J9,en-MY,MASCO 2020,retained,high,216201,Landscape Architect Grade J41,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216301,216301,Commercial Products Designer,en-MY,MASCO 2020,retained,high,216301,Commercial Products Designer,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216302,216302,Green Technology Design Professional,en-MY,MASCO 2020,retained,high,216326,Green Technology Design Professional,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216401,216401,Town Planner,en-MY,MASCO 2020,retained,high,216402,Town Planner,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216402,216402,Traffic Engineer,en-MY,MASCO 2020,retained,high,216404,Traffic Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216403,216403,Urban and Regional Planner,en-MY,MASCO 2020,retained,high,216407,Urban and Regional Planners,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216404,216404,Urban and Rural Planning Officer Grade J9,en-MY,MASCO 2020,retained,high,216401,Urban and Rural Planning Officer Grade J41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216501,216501,Cartographer,en-MY,MASCO 2020,retained,high,216503,Cartographer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216502,216502,Surveyor,en-MY,MASCO 2020,retained,high,216507,Surveyor,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216503,216503,Geospatialist Grade J9,en-MY,MASCO 2020,retained,high,216501,Geospatialist Grade J41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216504,216504,Surveyor Grade J9,en-MY,MASCO 2020,retained,high,216502,Surveyor Grade J41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339,official_source_rights_review_required_for_external_bulk_redistribution
M216602,216602,Poster Designer,en-MY,MASCO 2020,retained,high,363204,Poster Designer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=388,official_source_rights_review_required_for_external_bulk_redistribution
M216603,216603,Designer Grade B9,en-MY,MASCO 2020,retained,high,216601,Designer Grade B41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217101,217101,Marine Engineer,en-MY,MASCO 2020,retained,high,217102,Marine Engineer,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217102,217102,Naval Architect,en-MY,MASCO 2020,retained,high,217105,Naval Architect,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217201,217201,Hovercraft Pilot,en-MY,MASCO 2020,retained,high,217203,Hovercraft Pilot,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217202,217202,Port Captain,en-MY,MASCO 2020,retained,high,217205,Port Captain,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217203,217203,Ship Navigator,en-MY,MASCO 2020,retained,high,217207,Ship Navigator,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217204,217204,Marine Superintendent (Deck),en-MY,MASCO 2020,retained,high,217210,Marine Superintendent (Deck),ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217205,217205,Shipping Executive,en-MY,MASCO 2020,retained,high,217211,Shipping Executive,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217206,217206,Marine Officer Grade AL9,en-MY,MASCO 2020,retained,high,217201,Marine Officer Grade AL41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217301,217301,Pilot,en-MY,MASCO 2020,retained,high,217303,Pilot,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217302,217302,Flight Instructor,en-MY,MASCO 2020,retained,high,217305,Flight Instructor,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217303,217303,Aircraft Design Engineer,en-MY,MASCO 2020,retained,high,217310,Aircraft Design Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217304,217304,Aeronautical Engineer,en-MY,MASCO 2020,retained,high,217311,Aeronautical Engineer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217306,217306,Marine Aviation Officer,en-MY,MASCO 2020,retained,high,217322,Marine Aviation Officer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M217308,217308,Pilot/Pilot Inspector Grade AT9,en-MY,MASCO 2020,retained,high,217301,Pilot/ Pilot Examiner Grade AT41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217309,217309,Aircraft Examiner Grade AT9,en-MY,MASCO 2020,retained,high,217302,Aircraft Examiner Grade AT41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217310,217310,Pilot/Pilot Examiner Grade AT10,en-MY,MASCO 2020,retained,high,217312,Pilot/Pilot Examiner Grade AT43,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217311,217311,Pilot/Pilot Examiner Grade AT12,en-MY,MASCO 2020,retained,high,217313,Pilot/Pilot Examiner Grade AT47,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217312,217312,Pilot/Pilot Examiner Grade AT13,en-MY,MASCO 2020,retained,high,217314,Pilot/Pilot Examiner Grade AT51,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217313,217313,Pilot/Pilot Examiner Grade AT14 (Flight Operation Director),en-MY,MASCO 2020,retained,high,217315,Pilot/Pilot Examiner Grade AT53,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340,official_source_rights_review_required_for_external_bulk_redistribution
M217401,217401,Air Traffic Controller,en-MY,MASCO 2020,retained,high,217402,Air Traffic Controller,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M217402,217402,Operation Centre Controller,en-MY,MASCO 2020,retained,high,217403,Operation Centre Controller,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M217404,217404,Air Traffic Control Officer Grade A9,en-MY,MASCO 2020,retained,high,217401,Air Traffic Control Officer Grade A41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M217501,217501,Railway and Locomotive Operation Officer,en-MY,MASCO 2020,retained,high,217501,Railway and Locomotive Operation Officer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M218101,218101,Mining Executive,en-MY,MASCO 2020,retained,high,218101,Mining Excecutive,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M218201,218201,Manufacturing Executive,en-MY,MASCO 2020,retained,high,218201,Manufacturing Executive,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M218202,218202,Quality Assurance Executive,en-MY,MASCO 2020,retained,high,218202,Quality Assurance Executive,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M218203,218203,Store Executive,en-MY,MASCO 2020,retained,high,218207,Store Executive,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M218204,218204,Competent Person (CP) - Boilerman,en-MY,MASCO 2020,retained,medium,818202,Boilerman,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=431,official_source_rights_review_required_for_external_bulk_redistribution
M218205,218205,Technical Service Adviser,en-MY,MASCO 2020,retained,high,218229,Technical Service Adviser,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M218206,218206,Material Specialist,en-MY,MASCO 2020,retained,high,218231,Material Specialist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341,official_source_rights_review_required_for_external_bulk_redistribution
M218207,218207,Product Development Executive,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M218301,218301,Construction Executive,en-MY,MASCO 2020,retained,high,218301,Construction Executive,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221101,221101,Medical Doctor,en-MY,MASCO 2020,retained,high,221102,Medical Doctor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221102,221102,Medical Doctor (Gynaecology),en-MY,MASCO 2020,retained,high,221107,"Medical Doctor, Gynaecology",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221103,221103,Medical Doctor (Cardiology),en-MY,MASCO 2020,retained,high,221108,"Medical Doctor, Cardiology",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221104,221104,Medical Doctor (Obstetrics),en-MY,MASCO 2020,retained,high,221110,"Medical Doctor, Obstetrics",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221105,221105,Medical Doctor (Ophthalmology),en-MY,MASCO 2020,retained,high,221111,"Medical Doctor, Ophthalmology",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221106,221106,Medical Doctor (Psychiatry),en-MY,MASCO 2020,retained,high,221112,"Medical Doctor, Psychiatry",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221107,221107,Medical Doctor (Radiology),en-MY,MASCO 2020,retained,high,221113,"Medical Doctor, Radiology",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221108,221108,Medical Doctor (Skin),en-MY,MASCO 2020,retained,high,221118,"Doctor, Skin",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221111,221111,"Medical Officer Grade UD9, UD10",en-MY,MASCO 2020,retained,medium,221101,Medical Officer Grade UD41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221201,221201,"Ear, Nose and Throat Specialist",en-MY,MASCO 2020,retained,high,221201,"Ear, Nose and Throat Specialist",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221202,221202,Anaesthetist,en-MY,MASCO 2020,retained,high,221204,Anaesthetist,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221203,221203,Medical Oncologist,en-MY,MASCO 2020,retained,high,221206,Medical Oncologist,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221204,221204,Psychiatrist,en-MY,MASCO 2020,retained,high,221208,Psychiatrist,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221205,221205,Ophthalmologist,en-MY,MASCO 2020,retained,high,221209,Ophthalmologist,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221206,221206,Cardiologist,en-MY,MASCO 2020,retained,high,221210,Cardiologist,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221207,221207,Neurologist,en-MY,MASCO 2020,retained,high,221211,Neurologist,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221208,221208,Obstetrician and Gynaecologist,en-MY,MASCO 2020,retained,high,221213,Obstetrician and Gynaecologist,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221209,221209,Surgeon,en-MY,MASCO 2020,retained,high,221217,Surgeon,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342,official_source_rights_review_required_for_external_bulk_redistribution
M221210,221210,Dermatologist,en-MY,MASCO 2020,retained,high,221233,Dermatologist,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M221211,221211,Orthopaedist,en-MY,MASCO 2020,retained,high,221234,Orthopaedist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M221212,221212,Paediatrician,en-MY,MASCO 2020,retained,high,221236,Paediatrician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M221213,221213,Physician,en-MY,MASCO 2020,retained,high,221244,Physician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M221214,221214,Radiologist,en-MY,MASCO 2020,retained,high,221257,Radiologist,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M221215,221215,Urologist,en-MY,MASCO 2020,retained,high,221262,Urologist,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M221216,221216,Venereologist,en-MY,MASCO 2020,retained,high,221263,Venereologist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M221217,221217,Occupational Therapist,en-MY,MASCO 2020,retained,high,226801,Occupational Therapist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M222101,222101,Professional Nurse,en-MY,MASCO 2020,retained,high,222102,Professional Nurse,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M222102,222102,Specialist Nurse,en-MY,MASCO 2020,retained,high,222109,Specialist Nurse,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M222103,222103,Nurse Instructor,en-MY,MASCO 2020,retained,high,222110,Nurse Instructor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M222104,222104,Nurse Grade U9,en-MY,MASCO 2020,retained,high,222101,Nurse Grade U41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343,official_source_rights_review_required_for_external_bulk_redistribution
M222201,222201,Professional Midwife,en-MY,MASCO 2020,retained,high,222201,Professional Midwife,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344,official_source_rights_review_required_for_external_bulk_redistribution
M224101,224101,Paramedic,en-MY,MASCO 2020,retained,high,224101,Paramedic,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344,official_source_rights_review_required_for_external_bulk_redistribution
M225101,225101,Veterinarian,en-MY,MASCO 2020,retained,high,225102,Veterinarian,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344,official_source_rights_review_required_for_external_bulk_redistribution
M225102,225102,Veterinary Officer Grade GV9,en-MY,MASCO 2020,retained,high,225101,Veterinary Officer Grade GV41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344,official_source_rights_review_required_for_external_bulk_redistribution
M226101,226101,Dentist,en-MY,MASCO 2020,retained,high,226102,Dentist,ESCO 1.2.1; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344,official_source_rights_review_required_for_external_bulk_redistribution
M226102,226102,Dental Officer Grade UG9,en-MY,MASCO 2020,retained,high,226101,Dental Officer Grade UG41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344,official_source_rights_review_required_for_external_bulk_redistribution
M226201,226201,Pharmacist,en-MY,MASCO 2020,retained,high,226202,Pharmacist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
M226202,226202,Pharmacist Grade UF9,en-MY,MASCO 2020,retained,high,226201,Pharmacist Grade UF41,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344,official_source_rights_review_required_for_external_bulk_redistribution
M226203,226203,Pharmacist Grade UF10,en-MY,MASCO 2020,retained,high,226207,Pharmacist Grade UF44,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345,official_source_rights_review_required_for_external_bulk_redistribution
