role_id,masco_code,role_title,locale,role_standard,crosswalk_status,crosswalk_confidence,mapped_masco2020_code,mapped_masco2020_title,global_sources,global_match_count,global_anchor_count,question_count,linked_open_qa_count,role_source_url,role_license_status
M351106,351106,Management Information Systems Supervisor,en-MY,MASCO 2020,retained,high,351124,"Supervisor, Management Information Systems",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351107,351107,Computer Technician Grade FT1,en-MY,MASCO 2020,retained,high,351101,Computer Technician Grade FT19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=384,official_source_rights_review_required_for_external_bulk_redistribution
M351108,351108,Assistant Information Technology Officer Grade FA5,en-MY,MASCO 2020,retained,high,351125,Assistant Information Technology Officer Grade FA29,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351201,351201,Computer Help Desk Technician,en-MY,MASCO 2020,retained,high,351201,Computer Help Desk Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351202,351202,Information Technology Technician,en-MY,MASCO 2020,retained,high,351203,Information Technology Technician,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351203,351203,Computer Assistant,en-MY,MASCO 2020,retained,high,351206,Computer Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351204,351204,Communications Assistant (ICT),en-MY,MASCO 2020,retained,high,351207,Communications Assistant (ICT),ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351205,351205,Database Assistant,en-MY,MASCO 2020,retained,high,351208,Database Assistant,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351206,351206,Computer Programming Assistant,en-MY,MASCO 2020,retained,high,351209,Computer Programming Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351207,351207,Call Centre Trainer,en-MY,MASCO 2020,retained,high,351212,Call Centre Trainer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351208,351208,Data Centre Supervisor,en-MY,MASCO 2020,retained,high,351213,Data Centre Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351209,351209,Technical Support Technician,en-MY,MASCO 2020,retained,high,351215,Technical Support Technician,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351301,351301,Computer Network Technician,en-MY,MASCO 2020,retained,high,351301,Computer Network Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351302,351302,Network Security Technician (ICT),en-MY,MASCO 2020,retained,high,351303,Network Security Technician (ICT),ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351401,351401,Web Technician,en-MY,MASCO 2020,retained,high,351402,Web Technician,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351402,351402,Creative Assistance,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M352101,352101,Cinematographer,en-MY,MASCO 2020,retained,high,352102,Cinematographer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M352102,352102,Motion Picture Assistant,en-MY,MASCO 2020,retained,high,352105,Motion Picture Assistant,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352103,352103,Sound Mixer,en-MY,MASCO 2020,retained,high,352108,Sound Mixer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352104,352104,Ships Radio Officer,en-MY,MASCO 2020,retained,high,352111,Ships Radio Officer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352105,352105,Broadcast Technician,en-MY,MASCO 2020,retained,high,352112,Broadcast Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352106,352106,Land-Base Radio Equipment Technician,en-MY,MASCO 2020,retained,high,352116,Land-Base Radio Equipment Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352107,352107,Flight Radio Equipment Technician,en-MY,MASCO 2020,retained,high,352117,Flight Radio Equipment Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352108,352108,Videographer,en-MY,MASCO 2020,retained,high,352123,Videographer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352109,352109,Assistant Telecommunications Engineer,en-MY,MASCO 2020,retained,high,352124,Assistant Telecommunications Engineer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M352111,352111,"Audio-Visual Technician Grade N1, N2, N3, N4",en-MY,MASCO 2020,retained,high,352101,Audio-Visual Technician Grade N19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M352201,352201,Telecommunications Technician,en-MY,MASCO 2020,retained,high,352204,Telecommunications Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=386,official_source_rights_review_required_for_external_bulk_redistribution
M363201,363201,Interior Designer,en-MY,MASCO 2020,retained,high,363202,Interior Designer,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=388,official_source_rights_review_required_for_external_bulk_redistribution
M363206,363206,Carve Technician,en-MY,MASCO 2020,retained,high,363221,Carve Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=388,official_source_rights_review_required_for_external_bulk_redistribution
M363209,363209,Designer Grade B1,en-MY,MASCO 2020,retained,high,363201,Designer Grade B19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=388,official_source_rights_review_required_for_external_bulk_redistribution
M363301,363301,Gallery/Museum Technician,en-MY,MASCO 2020,retained,medium,363304,Gallery Technician,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=389,official_source_rights_review_required_for_external_bulk_redistribution
M363302,363302,Library Technician,en-MY,MASCO 2020,retained,high,363305,Library Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=389,official_source_rights_review_required_for_external_bulk_redistribution
M363401,363401,Stage/Broadcast Production Technician,en-MY,MASCO 2020,retained,medium,363414,Stage Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=389,official_source_rights_review_required_for_external_bulk_redistribution
M411106,411106,Economic Affairs Assistant Grade E1,en-MY,MASCO 2020,retained,high,411126,Economic Affairs Assistant Grade E19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=391,official_source_rights_review_required_for_external_bulk_redistribution
M413202,413202,Data Entry Clerk,en-MY,MASCO 2020,retained,high,413209,Data Entry Clerk,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=392,official_source_rights_review_required_for_external_bulk_redistribution
M422601,422601,Enumerator/Survey Interviewer,en-MY,MASCO 2020,retained,medium,422602,Survey Interviewer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=393,official_source_rights_review_required_for_external_bulk_redistribution
M431101,431101,Auction Clerk,en-MY,MASCO 2020,retained,high,431112,Auction Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431102,431102,Audit Clerk,en-MY,MASCO 2020,retained,high,431114,Audit Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431103,431103,Credit Control Clerk,en-MY,MASCO 2020,retained,high,431115,Credit Control Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431104,431104,Billing Clerk,en-MY,MASCO 2020,retained,high,431118,Billing Clerk,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431105,431105,Property Clerk,en-MY,MASCO 2020,retained,high,431119,Property Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431106,431106,Cost Clerk,en-MY,MASCO 2020,retained,high,431120,Cost Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431107,431107,Office Cash Clerk,en-MY,MASCO 2020,retained,high,431123,Office Cash Clerk,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431108,431108,Energy Audit Assistant Technician,en-MY,MASCO 2020,retained,high,431132,Energy Audit Assistant Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431109,431109,Compliance Assistant,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M431110,431110,Audit Assistant Grade W1,en-MY,MASCO 2020,retained,high,431126,AuditAssistant Grade W19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431201,431201,Statistical Clerk,en-MY,MASCO 2020,retained,high,431203,Statistical Clerk,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431204,431204,Finance Clerk,en-MY,MASCO 2020,retained,high,431215,Finance Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431205,431205,Brokerage Clerk,en-MY,MASCO 2020,retained,high,431217,Brokerage Clerk,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431206,431206,Insurance Clerk,en-MY,MASCO 2020,retained,high,431218,Insurance clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431207,431207,Tax Clerk,en-MY,MASCO 2020,retained,high,431219,Tax Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431208,431208,Investment Clerk,en-MY,MASCO 2020,retained,high,431220,Investment Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431209,431209,Adjustment Clerk,en-MY,MASCO 2020,retained,high,431221,Adjustment Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431210,431210,Stockbroker Clerk,en-MY,MASCO 2020,retained,high,431222,Stockbroker Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431211,431211,Rating Clerk,en-MY,MASCO 2020,retained,high,431224,Rating Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431212,431212,Assistant Broker,en-MY,MASCO 2020,retained,high,431225,Assistant Broker,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
M431213,431213,Collateral Clerk,en-MY,MASCO 2020,retained,high,431227,Collateral Clerk,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=394,official_source_rights_review_required_for_external_bulk_redistribution
