"role_id","masco_code","role_title","unit_group_code","unit_group_title","source_current_role_ids","source_current_title","remap_method","remap_confidence","esco_code","masco2020_source_url"
"M226901","226901","X-Ray Technician Grade U41","2269","Health Professionals Not Elsewhere Classified","M226902","Radiographer Grade U9","reviewed_functional_equivalent","medium","2269.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226902","226902","Instructor Grade U41","2269","Health Professionals Not Elsewhere Classified","M226903","Instructor Grade U9","grade_reversion","high","2320.1.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M231105","231105","Dental Lecturer Grade DUG51P","2311","University And Higher Education Teaching Professionals","M231104","Dental Lecturer Grade DUG13P","grade_reversion","high","2310.1.12","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347"
"M231117","231117","Pharmacy Lecturer Grade DUF45","2311","University And Higher Education Teaching Professionals","M231107","Pharmacy Lecturer Grade DUF11","grade_reversion","high","2310.1.31","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347"
"M232102","232102","Teacher, Vocational","2321","Vocational Education Teachers","M232101","Vocational Teacher","title_variant","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=347"
"M238101","238101","Vocational Training Officer Grade DV41","2381","Vocational Training Officers","M238102","Vocational Training Officer Grade DV9","grade_reversion","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238102","238102","Skills Training Trainer","2381","Vocational Training Officers","M238101","Skills Training Trainer","exact_normalized_title","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238103","238103","Assistant Vocational Training Officer Grade DV29","2381","Vocational Training Officers","M238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","combined_title_split","medium","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238106","238106","Assistant Vocational Training Officer Grade DV35","2381","Vocational Training Officers","M238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","combined_title_split","medium","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238107","238107","Assistant Vocational Training Officer Grade DV37","2381","Vocational Training Officers","M238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","combined_title_split","medium","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238108","238108","Assistant Vocational Training Officer Grade DV39","2381","Vocational Training Officers","M238107","Assistant Vocational Training Officer Grade DV5, DV6, DV7, DV8","combined_title_split","medium","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238109","238109","Vocational Training Officer Grade DV43","2381","Vocational Training Officers","M238103","Vocational Training Officer Grade DV10","grade_reversion","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238110","238110","Vocational Training Officer Grade DV47","2381","Vocational Training Officers","M238104","Vocational Training Officer Grade DV12","grade_reversion","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238111","238111","Vocational Training Officer Grade DV51","2381","Vocational Training Officers","M238105","Vocational Training Officer Grade DV13","grade_reversion","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M238112","238112","Vocational Training Officer Grade DV53","2381","Vocational Training Officers","M238106","Vocational Training Officer Grade DV14","grade_reversion","high","2320.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=348"
"M239303","239303","Software Trainer","2393","Information Technology Trainers","M239301","Software Trainer","exact_normalized_title","high","2356.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=349"
"M242103","242103","Operation Research Analyst","2421","Management And Organisation Analysts","M242102","Operation Research Analyst","exact_normalized_title","high","2120.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351"
"M242401","242401","Staff Training Officer","2424","Training And Staff Development Professionals","M242401","Staff Training Officer","exact_normalized_title","high","2424.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=351"
"M242601","242601","Research Officer Grade Q41","2426","Research And Development Professionals","M242606","Research Officer Grade Q9","grade_reversion","high","1223.2.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352"
"M242602","242602","Scientific Officer Grade C41","2426","Research And Development Professionals","M242607","Scientific Officer Grade C9","grade_reversion","high","1349.17","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352"
"M242603","242603","Agro-Based Biotech Food Researcher","2426","Research And Development Professionals","M242601","Agro-Based Biotech Food Researcher","exact_normalized_title","high","2131.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352"
"M242604","242604","Aquaculture Biotech Researcher","2426","Research And Development Professionals","M242602","Aquaculture Biotech Researcher","exact_normalized_title","high","2131.4.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352"
"M242609","242609","Research and Development Executive","2426","Research And Development Professionals","M242603","Research and Development Executive","exact_normalized_title","high","1223.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352"
"M242613","242613","Research Officer","2426","Research And Development Professionals","M242604","Research Officer","exact_normalized_title","high","1223.2.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352"
"M243114","243114","Trade Product Specialist","2431","Advertising And Marketing Professionals","M243104","Product Specialist","reviewed_functional_equivalent","medium","2433.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=352"
"M243132","243132","Technical Sales Engineer","2431","Advertising And Marketing Professionals","M243103","Technical Sales Engineer","exact_normalized_title","high","2433.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353"
"M243301","243301","Sales Representative, Medical","2433","Technical And Medical Sales Professionals (Excluding Ict)","M243301","Sales Representative (Medical)","exact_normalized_title","high","2433.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=353"
"M243401","243401","Sales Representative, Information and Communications Technology","2434","Information And Communications Technology (Ict) Sales Professionals","M243401","Sales Representative (Information and Communications Technology)","exact_normalized_title","high","2434.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354"
"M243410","243410","Digital Banking/Internet Technology Specialist","2434","Information And Communications Technology (Ict) Sales Professionals","M243402","Digital Banking-Internet Technology Specialist","exact_normalized_title","high","2514.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354"
"M251101","251101","Management Information Systems (MIS) Analyst","2511","Computer Systems Analysts","M251101","Management Information Systems (MIS) Analyst","exact_normalized_title","high","2511.13","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354"
"M251116","251116","Technical Specialist (.Net)","2511","Computer Systems Analysts","M251102","Technical Specialist (.Net)","exact_normalized_title","high","2512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=354"
"M251142","251142","Register Transfer Level (RTL) Designer (Information Technology)","2511","Computer Systems Analysts","M251103","Register Transfer Level (RTL) Designer (Information Technology)","exact_normalized_title","high","2152.1.7.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355"
"M251144","251144","Design Engineer (Information Technology)","2511","Computer Systems Analysts","M251104","Design Engineer (Information Technology)","exact_normalized_title","high","2511.14","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355"
"M251201","251201","Software Developer","2512","Software Developers","M251201","Software Developer","exact_normalized_title","high","2512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355"
"M251219","251219","Information Technology System Architect","2512","Software Developers","M251202","Information Technology Systems Architect","title_variant","high","2511.14","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=355"
"M251243","251243","Information System Executive","2512","Software Developers","M251203","Information Systems Executive","title_variant","high","2522.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356"
"M251301","251301","Website Developer","2513","Web And Mul Timedia Developers","M251301","Website Developer","exact_normalized_title","high","2513.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356"
"M251302","251302","Internet/ Intranet Developer","2513","Web And Mul Timedia Developers","M251302","Internet/Intranet Developer","exact_normalized_title","high","2513.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356"
"M251401","251401","Computer Programmer","2514","Application Programmers","M251401","Computer Programmer","exact_normalized_title","high","2512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356"
"M251407","251407","Systems Programmer","2514","Application Programmers","M251402","Systems Programmer","exact_normalized_title","high","2511.15","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356"
"M251419","251419","C/C++ Programmer","2514","Application Programmers","M251403","C/C++ Programmer","exact_normalized_title","high","2512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=356"
"M251433","251433","Computer Infrastructure Specialist","2514","Application Programmers","M251404","Computer Infrastructure Specialist","exact_normalized_title","high","2522.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M251434","251434","User Interface (UI)/ Gameplay Coders","2514","Application Programmers","M251405","User Interface (UI)/Gameplay Coder","title_variant","high","2512.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M251902","251902","Systems Tester","2519","Software And Application Developers And Analysts Not Elsewhere Classified","M251901","Systems Tester","exact_normalized_title","high","2519.7.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M251916","251916","Information Technology Auditor","2519","Software And Application Developers And Analysts Not Elsewhere Classified","M251902","Information Technology Auditor","exact_normalized_title","high","2511.18","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M252101","252101","Database Architect","2521","Database Designers And Administrators","M252101","Database Architect","exact_normalized_title","high","2521.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M252103","252103","Database Administrator","2521","Database Designers And Administrators","M252102","Database Administrator","exact_normalized_title","high","2521.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M252108","252108","Oracle Database Specialist","2521","Database Designers And Administrators","M252105","Oracle Database Administrator","reviewed_functional_equivalent","medium","2521.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M252201","252201","Information Technology Officer Grade F41","2522","Information Technology System Administrators","M252211","Information Technology Officer Grade F9","grade_reversion","high","2511.13","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M252205","252205","Information System Officer","2522","Information Technology System Administrators","M252201","Information Systems Officer","title_variant","high","2522.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=357"
"M252208","252208","Information Technology Support Officer","2522","Information Technology System Administrators","M252202","Information Technology Support Officer","exact_normalized_title","high","3512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252214","252214","Computer Support Engineer","2522","Information Technology System Administrators","M252203","Computer Support Engineer","exact_normalized_title","high","3512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252215","252215","Information Technology Technical Specialist","2522","Information Technology System Administrators","M252204","Information Technology Technical Specialist","exact_normalized_title","high","3512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252222","252222","Cloud Computing Solution Architect","2522","Information Technology System Administrators","M252205","Cloud Computing Solution Architect","exact_normalized_title","high","2512.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252238","252238","Geographic Information Systems (GIS) Officer","2522","Information Technology System Administrators","M252209","Geographic Information Systems (GIS) Officer","exact_normalized_title","high","2165.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252311","252311","Network Specialist","2523","Computer Network Professionals","M252301","Network Specialist","exact_normalized_title","high","2522.1.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252401","252401","Data Scientist","2524","Data Professionals","M252401","Data Scientist","exact_normalized_title","high","2511.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252403","252403","Data Analyst","2524","Data Professionals","M252402","Data Analyst","exact_normalized_title","high","2511.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=358"
"M252406","252406","Data Architect","2524","Data Professionals","M252403","Data Architect","exact_normalized_title","high","2521.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M252411","252411","Machine Learning Engineer","2524","Data Professionals","M251903","Machine Learning/Artificial Intelligence (AI) Engineer","combined_title_split","medium","2511.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M252413","252413","Artificial Intelligence Engineer (AI)","2524","Data Professionals","M251903","Machine Learning/Artificial Intelligence (AI) Engineer","combined_title_split","medium","2511.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M253102","253102","Cybersecurity Executive","2531","Cybersecurity Professionals","M253101","Cybersecurity Executive","exact_normalized_title","high","2529.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M253103","253103","Digital Forensic Specialist","2531","Cybersecurity Professionals","M253102","Digital Forensic Specialist","exact_normalized_title","high","2529.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M253120","253120","Information Security Officer","2531","Cybersecurity Professionals","M253103","Information Security Officer","exact_normalized_title","high","2529.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M253130","253130","Cybersecurity Analyst","2531","Cybersecurity Professionals","M253104","Cybersecurity Analyst","exact_normalized_title","high","2529.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M253131","253131","Test Analyst (Information Technology)","2531","Cybersecurity Professionals","M253105","Test Analyst (Information Technology)","exact_normalized_title","high","2519.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M253136","253136","Security Infrastructure Engineer","2531","Cybersecurity Professionals","M253106","Security Infrastructure Engineer","exact_normalized_title","high","2529.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M253139","253139","Internet Safety Evaluater","2531","Cybersecurity Professionals","M253107","Internet Safety Evaluator","title_variant","high","2513.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=359"
"M254110","254110","Compositor/Composite artist","2541","Animation And Visual Effects Professionals","M254101","Compositor/Composite Artist","exact_normalized_title","high","2166.13","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254112","254112","Scriptwriter / Screenwriter","2541","Animation And Visual Effects Professionals","M254102","Scriptwriter / Screenwriter","exact_normalized_title","high","2641.4.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254116","254116","Digital Artist","2541","Animation And Visual Effects Professionals","M254103","Digital Artist","exact_normalized_title","high","2166.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254120","254120","Multimedia Artist","2541","Animation And Visual Effects Professionals","M254104","Multimedia Designer/Artist/Animator","combined_title_split","medium","2166.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254126","254126","Visualization Specialist","2541","Animation And Visual Effects Professionals","M254105","Visualization Specialist","exact_normalized_title","high","2166.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254127","254127","Computer Specialist","2541","Animation And Visual Effects Professionals","M254106","Computer Specialist","exact_normalized_title","high","3512.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254128","254128","Story Content Writer","2541","Animation And Visual Effects Professionals","M254107","Story Content Writer","exact_normalized_title","high","2641.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254201","254201","Game Designer (Digital)","2542","Digital Games And Esports Professionals","M254201","Game Designer (Digital)","exact_normalized_title","high","2166.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254203","254203","QA Tester/Game Tester (Digital)","2542","Digital Games And Esports Professionals","M254202","QA Tester/Game Tester (Digital)","exact_normalized_title","high","2519.7.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254204","254204","Game Producer (Digital)","2542","Digital Games And Esports Professionals","M254203","Game Producer (Digital)","exact_normalized_title","high","1223.2.1.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254206","254206","3D Artist","2542","Digital Games And Esports Professionals","M254108","3D Generalist","reviewed_functional_equivalent","medium","2166.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254209","254209","Concept Artist","2542","Digital Games And Esports Professionals","M254204","Concept Artist","exact_normalized_title","high","2166.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254210","254210","Technical Artist","2542","Digital Games And Esports Professionals","M254205","Technical Artist","exact_normalized_title","high","2166.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254211","254211","Art director","2542","Digital Games And Esports Professionals","M254206","Creative, Performing and Media Production Directors","reviewed_functional_equivalent","medium","2431.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254215","254215","Graphics Programmer","2542","Digital Games And Esports Professionals","M254207","Graphics Programmer","exact_normalized_title","high","2513.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254217","254217","Graphics Creator","2542","Digital Games And Esports Professionals","M254208","Graphics Creator","exact_normalized_title","high","2166.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254301","254301","Web Designer","2543","Creative Content Designers Professionals","M254301","Web Designer","exact_normalized_title","high","2166.15","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254302","254302","Graphic Designer","2543","Creative Content Designers Professionals","M254302","Graphics Designer","title_variant","high","2166.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=360"
"M254305","254305","Multimedia Designer","2543","Creative Content Designers Professionals","M254104","Multimedia Designer/Artist/Animator","combined_title_split","medium","2166.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361"
"M254314","254314","UX Designer (User Experience)","2543","Creative Content Designers Professionals","M254303","UX Designer (User Experience)","exact_normalized_title","high","2513.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361"
"M254316","254316","Digital Designer","2543","Creative Content Designers Professionals","M254304","Digital Designer","exact_normalized_title","high","2166.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361"
"M254317","254317","Creative Team Leader","2543","Creative Content Designers Professionals","M254305","Creative Team Leader","exact_normalized_title","high","2431.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361"
"M254318","254318","Character Rigger","2543","Creative Content Designers Professionals","M254306","Character Rigger","exact_normalized_title","high","2166.3.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=361"
"M261907","261907","Coroner","2619","Legal Professionals Not Elsewhere Classified","M261906","Coroner","exact_normalized_title","high","2619.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=362"
"M282203","282203","Archaeologist","2822","Sociologists, Anthropologists And Related Professionals","M282203","Archaeologist","exact_normalized_title","high","2632.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363"
"M282204","282204","Geographer","2822","Sociologists, Anthropologists And Related Professionals","M282204","Geographer","exact_normalized_title","high","2632.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363"
"M282206","282206","Criminologist","2822","Sociologists, Anthropologists And Related Professionals","M282206","Criminologist","exact_normalized_title","high","2632.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363"
"M282404","282404","Clinical Psychologist","2824","Psychologists","M282401","Clinical Psychologist","exact_normalized_title","high","2634.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363"
"M282407","282407","Psychotherapist","2824","Psychologists","M325503","Stress Therapist","reviewed_functional_equivalent","medium","2634.2.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363"
"M291603","291603","Industrial Relations Officer Grade S41","2916","Professional Civil Defence Officials","M291602","Industrial Relations Officer Grade S9","grade_reversion","high","2423.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M291608","291608","Maritime Superintendent Officer Grade T13","2916","Professional Civil Defence Officials","M291606","Maritime Superintendent Officer Grade T8","grade_reversion","high","5419.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311101","311101","Laboratory Assistant Grade C19","3111","Chemical And Physical Science Technicians","M311113","Laboratory Assistant Grade C1","grade_reversion","high","3141.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311102","311102","Research Assistant Grade Q19","3111","Chemical And Physical Science Technicians","M311114","Research Assistant Grade Q1, Q2, Q3, Q4","grade_reversion","high","2310.1.41","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311105","311105","Geophysics Technician","3111","Chemical And Physical Science Technicians","M311101","Geophysics Technician","exact_normalized_title","high","3111.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311106","311106","Chemistry Technician","3111","Chemical And Physical Science Technicians","M311102","Chemistry Technician","exact_normalized_title","high","3111.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311107","311107","Physics Science Laboratory Technician","3111","Chemical And Physical Science Technicians","M311103","Physics Science Laboratory Technician","exact_normalized_title","high","3111.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311108","311108","Physical Science Technician","3111","Chemical And Physical Science Technicians","M311104","Physical Science Technician","exact_normalized_title","high","3111.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311110","311110","Chemistry Laboratory Assistant","3111","Chemical And Physical Science Technicians","M311105","Chemistry Laboratory Assistant","exact_normalized_title","high","3111.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311112","311112","Soil Technician","3111","Chemical And Physical Science Technicians","M311106","Soil Technician","exact_normalized_title","high","3111.14","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311114","311114","Meteorological Technician","3111","Chemical And Physical Science Technicians","M311107","Meteorological Technician","exact_normalized_title","high","3111.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311116","311116","Geological Technician","3111","Chemical And Physical Science Technicians","M311108","Geological Technician","exact_normalized_title","high","3111.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=367"
"M311120","311120","Oceanography Technician","3111","Chemical And Physical Science Technicians","M311109","Oceanography Technician","exact_normalized_title","high","3111.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311125","311125","Climate Service Technician","3111","Chemical And Physical Science Technicians","M311111","Climate Science Technician","reviewed_functional_equivalent","medium","3111.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311132","311132","Laboratory Technician","3111","Chemical And Physical Science Technicians","M311112","Laboratory Technician","exact_normalized_title","high","3141.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311133","311133","Assistant Meteorological Officer Grade C29","3111","Chemical And Physical Science Technicians","M311115","Assistant Meteorological Officer Grade C5","grade_reversion","high","3111.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311136","311136","Assistant Scientific Officer Grade C29","3111","Chemical And Physical Science Technicians","M311116","Assistant Science Officer Grade C5","grade_reversion","high","3141.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311137","311137","Assistant Research Officer Grade Q29","3111","Chemical And Physical Science Technicians","M311117","Assistant Research Officer Grade Q5","grade_reversion","high","2310.1.41","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311202","311202","Civil Engineering Technician","3112","Civil Engineering Technicians","M311201","Civil Engineering Technician","exact_normalized_title","high","3112.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311204","311204","Civil Engineering Estimator","3112","Civil Engineering Technicians","M311202","Civil Engineering Estimator","exact_normalized_title","high","2149.14","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311208","311208","Engineering Designer","3112","Civil Engineering Technicians","M311203","Engineering Designer","exact_normalized_title","high","3118.3.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311209","311209","Civil Engineering Supervisor","3112","Civil Engineering Technicians","M311204","Civil Engineering Supervisor","exact_normalized_title","high","3123.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311210","311210","Tunnel Boring Machine Technician","3112","Civil Engineering Technicians","M311205","Tunnel Boring Machine Technician","exact_normalized_title","high","8113.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311211","311211","Building Inspector","3112","Civil Engineering Technicians","M311206","Building Inspector","exact_normalized_title","high","3112.1.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311212","311212","Geotechnical Technician","3112","Civil Engineering Technicians","M311207","Geotechnical Technician","exact_normalized_title","high","3117.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311213","311213","Fire Inspector","3112","Civil Engineering Technicians","M311208","Fire Inspector","exact_normalized_title","high","3112.1.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311214","311214","Surveying Technician","3112","Civil Engineering Technicians","M311209","Surveying Technician","exact_normalized_title","high","3112.10","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311217","311217","Process Instrument Technician","3112","Civil Engineering Technicians","M311211","Process Instrument Technician","exact_normalized_title","high","3114.1.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311219","311219","Assistant Engineer Grade JA29","3112","Civil Engineering Technicians","M311219","Assistant Engineer Grade JA5","grade_reversion","high","3112.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311225","311225","Assistant Civil Engineer","3112","Civil Engineering Technicians","M311212","Assistant Civil Engineer","exact_normalized_title","high","3112.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311226","311226","Operation Technician","3112","Civil Engineering Technicians","M311213","Operation Technician","exact_normalized_title","high","3115.1.16","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
"M311227","311227","Green Building Facilities Maintenance Technician","3112","Civil Engineering Technicians","M311214","Green Building Facilities Maintenance Technician","exact_normalized_title","high","5153.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=368"
