role_id,role_title,masco_code,masco_unit_group_code,candidate_rank,candidate_esco_code,candidate_esco_title,candidate_esco_uri,matched_label,matched_label_type,title_similarity,candidate_status,mapping_status,review_decision,reviewer,review_notes
M311102,Chemistry Technician,311102,3111,1,3111.1,chemistry technician,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816,chemistry technician,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M311103,Physics Science Laboratory Technician,311103,3111,1,3111.11,physics technician,http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9,physics laboratory technician,altLabel,0.878788,review_only_not_used,no_unique_exact_esco_title_match,,,
M311103,Physics Science Laboratory Technician,311103,3111,2,3111.1,chemistry technician,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816,nuclear laboratory technician,altLabel,0.727273,review_only_not_used,no_unique_exact_esco_title_match,,,
M311103,Physics Science Laboratory Technician,311103,3111,3,3111.6,leather laboratory technician,http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295,leather laboratory technician,preferredLabel,0.727273,review_only_not_used,no_unique_exact_esco_title_match,,,
M311104,Physical Science Technician,311104,3111,1,3111.11,physics technician,http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9,physics technician,preferredLabel,0.800000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311104,Physical Science Technician,311104,3111,2,3111.4,geology technician,http://data.europa.eu/esco/occupation/fb3f5f35-e6f7-4168-aef2-e4dfb7f2a3ee,geophysical technician,altLabel,0.775510,review_only_not_used,no_unique_exact_esco_title_match,,,
M311104,Physical Science Technician,311104,3111,3,3111.8,meteorology technician,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57,atmospheric scientist technician,altLabel,0.711864,review_only_not_used,no_unique_exact_esco_title_match,,,
M311105,Chemistry Laboratory Assistant,311105,3111,1,3111.1,chemistry technician,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816,chemistry laboratory assistant,altLabel,1.000000,provisionally_used_pending_review,unique_exact_alternate_title_same_isco_group,,,
M311106,Soil Technician,311106,3111,1,3111.14,soil surveying technician,http://data.europa.eu/esco/occupation/84cb6e91-ce11-409e-9306-23c9698631af,soil technician,altLabel,1.000000,provisionally_used_pending_review,unique_exact_alternate_title_same_isco_group,,,
M311107,Meteorological Technician,311107,3111,1,3111.8,meteorology technician,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57,meteorological technician,altLabel,1.000000,provisionally_used_pending_review,unique_exact_alternate_title_same_isco_group,,,
M311108,Geological Technician,311108,3111,1,3111.14,soil surveying technician,http://data.europa.eu/esco/occupation/84cb6e91-ce11-409e-9306-23c9698631af,geological technician,altLabel,1.000000,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M311108,Geological Technician,311108,3111,2,3111.4,geology technician,http://data.europa.eu/esco/occupation/fb3f5f35-e6f7-4168-aef2-e4dfb7f2a3ee,geological technician,altLabel,1.000000,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M311108,Geological Technician,311108,3111,3,3111.8,meteorology technician,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57,meteorological technician,altLabel,0.869565,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M311109,Oceanography Technician,311109,3111,1,3111.1.1,chromatographer,http://data.europa.eu/esco/occupation/8a87e8b3-aecf-48a7-9837-4e022c3b9bb9,chromatography technician,altLabel,0.833333,review_only_not_used,no_unique_exact_esco_title_match,,,
M311109,Oceanography Technician,311109,3111,2,3111.11,physics technician,http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9,reprographics technician,altLabel,0.765957,review_only_not_used,no_unique_exact_esco_title_match,,,
M311109,Oceanography Technician,311109,3111,3,3111.10,nuclear technician,http://data.europa.eu/esco/occupation/774ad663-2124-4ac2-a287-5fb2e478906e,nuclear technician,preferredLabel,0.731707,review_only_not_used,no_unique_exact_esco_title_match,,,
M311110,Slope Monitoring Technician,311110,3111,1,3111.10,nuclear technician,http://data.europa.eu/esco/occupation/774ad663-2124-4ac2-a287-5fb2e478906e,nuclear monitoring technician,altLabel,0.857143,review_only_not_used,no_unique_exact_esco_title_match,,,
M311110,Slope Monitoring Technician,311110,3111,2,3111.12,radiation protection technician,http://data.europa.eu/esco/occupation/184e59d7-5646-4fe4-9059-46867ff09574,radiological monitoring technician,altLabel,0.786885,review_only_not_used,no_unique_exact_esco_title_match,,,
M311110,Slope Monitoring Technician,311110,3111,3,3111.4,geology technician,http://data.europa.eu/esco/occupation/fb3f5f35-e6f7-4168-aef2-e4dfb7f2a3ee,mining technician,altLabel,0.727273,review_only_not_used,no_unique_exact_esco_title_match,,,
M311111,Climate Science Technician,311111,3111,1,3111.4,geology technician,http://data.europa.eu/esco/occupation/fb3f5f35-e6f7-4168-aef2-e4dfb7f2a3ee,geoscience technician,altLabel,0.808511,review_only_not_used,no_unique_exact_esco_title_match,,,
M311111,Climate Science Technician,311111,3111,2,3111.9,metrology technician,http://data.europa.eu/esco/occupation/e6a3ce2e-c0f2-47a7-937a-61ae9abfe1fa,meter service technician,altLabel,0.760000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311111,Climate Science Technician,311111,3111,3,3111.8,meteorology technician,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57,MET services technician,altLabel,0.734694,review_only_not_used,no_unique_exact_esco_title_match,,,
M311112,Laboratory Technician,311112,3111,1,3111.1,chemistry technician,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816,nuclear laboratory technician,altLabel,0.840000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311112,Laboratory Technician,311112,3111,2,3111.11,physics technician,http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9,physics laboratory technician,altLabel,0.840000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311112,Laboratory Technician,311112,3111,3,3111.6,leather laboratory technician,http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295,leather laboratory technician,preferredLabel,0.840000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311113,Laboratory Assistant Grade C1,311113,3111,1,3111.1,chemistry technician,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816,chemistry laboratory assistant,altLabel,0.677966,review_only_not_used,no_unique_exact_esco_title_match,,,
M311113,Laboratory Assistant Grade C1,311113,3111,2,3111.8,meteorology technician,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57,metrologist assistant,altLabel,0.520000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311113,Laboratory Assistant Grade C1,311113,3111,3,3111.11,physics technician,http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9,physics laboratory technician,altLabel,0.482759,review_only_not_used,no_unique_exact_esco_title_match,,,
M311114,"Research Assistant Grade Q1, Q2, Q3, Q4",311114,3111,1,3111.11,physics technician,http://data.europa.eu/esco/occupation/a9bcc9e0-5be7-47a0-818b-acad10fe90d9,physics assistant,altLabel,0.452830,review_only_not_used,no_unique_exact_esco_title_match,,,
M311114,"Research Assistant Grade Q1, Q2, Q3, Q4",311114,3111,2,3111.1,chemistry technician,http://data.europa.eu/esco/occupation/87775d69-ae88-449e-ad71-6f9875711816,chemistry assistant,altLabel,0.436364,review_only_not_used,no_unique_exact_esco_title_match,,,
M311114,"Research Assistant Grade Q1, Q2, Q3, Q4",311114,3111,3,3111.3,food analyst,http://data.europa.eu/esco/occupation/33fe4c90-c4fd-4860-bdc5-24fcab16f45a,food research specialist,altLabel,0.433333,review_only_not_used,no_unique_exact_esco_title_match,,,
M311115,Assistant Meteorological Officer Grade C5,311115,3111,1,3111.8,meteorology technician,http://data.europa.eu/esco/occupation/0d7ae791-653e-4297-9f61-8bad87f61d57,meteorological researcher,altLabel,0.545455,review_only_not_used,no_unique_exact_esco_title_match,,,
M311115,Assistant Meteorological Officer Grade C5,311115,3111,2,3111.14,soil surveying technician,http://data.europa.eu/esco/occupation/84cb6e91-ce11-409e-9306-23c9698631af,geological technician,altLabel,0.419355,review_only_not_used,no_unique_exact_esco_title_match,,,
M311115,Assistant Meteorological Officer Grade C5,311115,3111,3,3111.4,geology technician,http://data.europa.eu/esco/occupation/fb3f5f35-e6f7-4168-aef2-e4dfb7f2a3ee,geological technician,altLabel,0.419355,review_only_not_used,no_unique_exact_esco_title_match,,,
M311116,Assistant Science Officer Grade C5,311116,3111,1,3111.7,material testing technician,http://data.europa.eu/esco/occupation/eb00745b-9abb-4bd8-8291-aade48af029d,material testing technology science researcher,altLabel,0.450000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311116,Assistant Science Officer Grade C5,311116,3111,2,3111.13,remote sensing technician,http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59,remote sensing technology science researcher,altLabel,0.435897,review_only_not_used,no_unique_exact_esco_title_match,,,
M311116,Assistant Science Officer Grade C5,311116,3111,3,3111.4,geology technician,http://data.europa.eu/esco/occupation/fb3f5f35-e6f7-4168-aef2-e4dfb7f2a3ee,geoscience technician,altLabel,0.400000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311117,Assistant Research Officer Grade Q5,311117,3111,1,3111.7,material testing technician,http://data.europa.eu/esco/occupation/eb00745b-9abb-4bd8-8291-aade48af029d,material testing technology researcher,altLabel,0.465753,review_only_not_used,no_unique_exact_esco_title_match,,,
M311117,Assistant Research Officer Grade Q5,311117,3111,2,3111.13,remote sensing technician,http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59,remote sensing technology researcher,altLabel,0.450704,review_only_not_used,no_unique_exact_esco_title_match,,,
M311117,Assistant Research Officer Grade Q5,311117,3111,3,3111.3,food analyst,http://data.europa.eu/esco/occupation/33fe4c90-c4fd-4860-bdc5-24fcab16f45a,food researcher,altLabel,0.440000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311201,Civil Engineering Technician,311201,3112,1,3112.1,civil engineering technician,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civil engineering technician,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M311202,Civil Engineering Estimator,311202,3112,1,3112.1,civil engineering technician,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civil engineering technician,preferredLabel,0.763636,review_only_not_used,no_unique_exact_esco_title_match,,,
M311202,Civil Engineering Estimator,311202,3112,2,3112.8,engineering assistant,http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723,engineering assistant,preferredLabel,0.666667,review_only_not_used,no_unique_exact_esco_title_match,,,
M311202,Civil Engineering Estimator,311202,3112,3,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,engineering technician,altLabel,0.612245,review_only_not_used,no_unique_exact_esco_title_match,,,
M311203,Engineering Designer,311203,3112,1,3112.8,engineering assistant,http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723,engineering assistant,preferredLabel,0.731707,review_only_not_used,no_unique_exact_esco_title_match,,,
M311203,Engineering Designer,311203,3112,2,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,engineering technician,altLabel,0.714286,review_only_not_used,no_unique_exact_esco_title_match,,,
M311203,Engineering Designer,311203,3112,3,3112.1,civil engineering technician,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civil engineering design technician,altLabel,0.690909,review_only_not_used,no_unique_exact_esco_title_match,,,
M311204,Civil Engineering Supervisor,311204,3112,1,3112.1,civil engineering technician,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civil engineering superintendent,altLabel,0.800000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311204,Civil Engineering Supervisor,311204,3112,2,3112.8,engineering assistant,http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723,engineering assistant,preferredLabel,0.612245,review_only_not_used,no_unique_exact_esco_title_match,,,
M311204,Civil Engineering Supervisor,311204,3112,3,3112.4,corrosion technician,http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729,corrosion supervisor,altLabel,0.583333,review_only_not_used,no_unique_exact_esco_title_match,,,
M311205,Tunnel Boring Machine Technician,311205,3112,1,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,engineering technician,altLabel,0.666667,review_only_not_used,no_unique_exact_esco_title_match,,,
M311205,Tunnel Boring Machine Technician,311205,3112,2,3112.4,corrosion technician,http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729,surface technician,altLabel,0.640000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311205,Tunnel Boring Machine Technician,311205,3112,3,3112.1.12,sewerage maintenance technician,http://data.europa.eu/esco/occupation/40260ee8-c94a-4dc8-a562-f9fbc2fe13b1,sewerage maintenance technician,preferredLabel,0.634921,review_only_not_used,no_unique_exact_esco_title_match,,,
M311206,Building Inspector,311206,3112,1,3112.1.2,building inspector,http://data.europa.eu/esco/occupation/f0e479d9-7afd-40b1-b60f-b68c400c15fb,building inspector,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M311207,Geotechnical Technician,311207,3112,1,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,geomatics technician,altLabel,0.790698,review_only_not_used,no_unique_exact_esco_title_match,,,
M311207,Geotechnical Technician,311207,3112,2,3112.1,civil engineering technician,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civils technician,altLabel,0.700000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311207,Geotechnical Technician,311207,3112,3,3112.1.7,fire protection technician,http://data.europa.eu/esco/occupation/4c9ca706-3973-4926-854d-44011662ca83,fire protection technician,preferredLabel,0.693878,review_only_not_used,no_unique_exact_esco_title_match,,,
M311208,Fire Inspector,311208,3112,1,3112.1.6,fire inspector,http://data.europa.eu/esco/occupation/c302791c-6864-4ec5-9a6c-2fca38764f0e,fire inspector,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M311209,Surveying Technician,311209,3112,1,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,surveying technician,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M311211,Process Instrument Technician,311211,3112,1,3112.1.8,fire safety tester,http://data.europa.eu/esco/occupation/adf9257e-78cb-467d-b259-59ed65bd7aed,fire inspection technician,altLabel,0.690909,review_only_not_used,no_unique_exact_esco_title_match,,,
M311211,Process Instrument Technician,311211,3112,2,3112.4,corrosion technician,http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729,corrosion technician,preferredLabel,0.653061,review_only_not_used,no_unique_exact_esco_title_match,,,
M311211,Process Instrument Technician,311211,3112,3,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,engineering technician,altLabel,0.627451,review_only_not_used,no_unique_exact_esco_title_match,,,
M311212,Assistant Civil Engineer,311212,3112,1,3112.1.7,fire protection technician,http://data.europa.eu/esco/occupation/4c9ca706-3973-4926-854d-44011662ca83,senior fire engineer,altLabel,0.590909,review_only_not_used,no_unique_exact_esco_title_match,,,
M311212,Assistant Civil Engineer,311212,3112,2,3112.1,civil engineering technician,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civil engineering technician,preferredLabel,0.538462,review_only_not_used,no_unique_exact_esco_title_match,,,
M311212,Assistant Civil Engineer,311212,3112,3,3112.1.1,bridge inspector,http://data.europa.eu/esco/occupation/6293a718-3fcd-433f-a010-0899821a51b7,bridge engineer,altLabel,0.512821,review_only_not_used,no_unique_exact_esco_title_match,,,
M311213,Operation Technician,311213,3112,1,3112.4,corrosion technician,http://data.europa.eu/esco/occupation/41d609a1-62df-4cec-ac71-6434e545a729,corrosion technician,preferredLabel,0.800000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311213,Operation Technician,311213,3112,2,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,geomatics technician,altLabel,0.750000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311213,Operation Technician,311213,3112,3,3112.1.7,fire protection technician,http://data.europa.eu/esco/occupation/4c9ca706-3973-4926-854d-44011662ca83,fire protection technician,preferredLabel,0.739130,review_only_not_used,no_unique_exact_esco_title_match,,,
M311214,Green Building Facilities Maintenance Technician,311214,3112,1,3112.1.10,rail maintenance technician,http://data.europa.eu/esco/occupation/755c5c5f-2ee3-4487-94db-30ec2ba2e883,rail maintenance technician,preferredLabel,0.693333,review_only_not_used,no_unique_exact_esco_title_match,,,
M311214,Green Building Facilities Maintenance Technician,311214,3112,2,3112.1.11,road maintenance technician,http://data.europa.eu/esco/occupation/c9a5f7c5-0f8b-4252-9729-5f19c105ef81,road maintenance technician,preferredLabel,0.666667,review_only_not_used,no_unique_exact_esco_title_match,,,
M311214,Green Building Facilities Maintenance Technician,311214,3112,3,3112.1.12,sewerage maintenance technician,http://data.europa.eu/esco/occupation/40260ee8-c94a-4dc8-a562-f9fbc2fe13b1,sewerage maintenance technician,preferredLabel,0.632911,review_only_not_used,no_unique_exact_esco_title_match,,,
M311216,Assistant Engineer Maintenance,311216,3112,1,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,transport engineering technician,altLabel,0.645161,review_only_not_used,no_unique_exact_esco_title_match,,,
M311216,Assistant Engineer Maintenance,311216,3112,2,3112.1.13,water systems engineering technician,http://data.europa.eu/esco/occupation/13331bd9-0599-47c0-9812-29650c218de3,water treatment engineering technician,altLabel,0.617647,review_only_not_used,no_unique_exact_esco_title_match,,,
M311216,Assistant Engineer Maintenance,311216,3112,3,3112.1,civil engineering technician,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,civil engineering technician,preferredLabel,0.586207,review_only_not_used,no_unique_exact_esco_title_match,,,
M311217,Quantity Surveyor Assistant,311217,3112,1,3112.8,engineering assistant,http://data.europa.eu/esco/occupation/9581c837-fee7-4068-9618-1116fd93d723,tech assistant,altLabel,0.585366,review_only_not_used,no_unique_exact_esco_title_match,,,
M311217,Quantity Surveyor Assistant,311217,3112,2,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,land survey technician,altLabel,0.530612,review_only_not_used,no_unique_exact_esco_title_match,,,
M311217,Quantity Surveyor Assistant,311217,3112,3,3112.7,energy consultant,http://data.europa.eu/esco/occupation/de74eb4e-c95e-425a-9b3a-7be805ec0321,sustainability consultant,altLabel,0.500000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311219,Assistant Engineer Grade JA5,311219,3112,1,3112.10,surveying technician,http://data.europa.eu/esco/occupation/624986f9-21ef-4cdf-8cf6-8407a337ec2f,transport engineering technician,altLabel,0.500000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311219,Assistant Engineer Grade JA5,311219,3112,2,3112.1.13,water systems engineering technician,http://data.europa.eu/esco/occupation/13331bd9-0599-47c0-9812-29650c218de3,water systems installation engineering technician,altLabel,0.493506,review_only_not_used,no_unique_exact_esco_title_match,,,
M311219,Assistant Engineer Grade JA5,311219,3112,3,3112.1.7,fire protection technician,http://data.europa.eu/esco/occupation/4c9ca706-3973-4926-854d-44011662ca83,fire suppression engineer,altLabel,0.490566,review_only_not_used,no_unique_exact_esco_title_match,,,
M311220,Assistant Quantity Surveyor Grade JA5,311220,3112,1,3112.1.9,landfill supervisor,http://data.europa.eu/esco/occupation/8ae1e637-840b-4be0-a5df-8653375d8949,waste treatment equipment supervisor,altLabel,0.493151,review_only_not_used,no_unique_exact_esco_title_match,,,
M311220,Assistant Quantity Surveyor Grade JA5,311220,3112,2,3112.1.4,construction quality manager,http://data.europa.eu/esco/occupation/326027fc-5408-47cd-9b32-fbe770dbbe80,construction quality assurance manager,altLabel,0.480000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311220,Assistant Quantity Surveyor Grade JA5,311220,3112,3,3112.1.10,rail maintenance technician,http://data.europa.eu/esco/occupation/755c5c5f-2ee3-4487-94db-30ec2ba2e883,rail quality inspector,altLabel,0.474576,review_only_not_used,no_unique_exact_esco_title_match,,,
M311222,Assistant Building Surveyor Grade J5,311222,3112,1,3112.1.2,building inspector,http://data.europa.eu/esco/occupation/f0e479d9-7afd-40b1-b60f-b68c400c15fb,building control surveyor,altLabel,0.557377,review_only_not_used,no_unique_exact_esco_title_match,,,
M311222,Assistant Building Surveyor Grade J5,311222,3112,2,3112.1.9,landfill supervisor,http://data.europa.eu/esco/occupation/8ae1e637-840b-4be0-a5df-8653375d8949,waste treatment equipment supervisor,altLabel,0.472222,review_only_not_used,no_unique_exact_esco_title_match,,,
M311222,Assistant Building Surveyor Grade J5,311222,3112,3,3112.9,railway infrastructure inspector,http://data.europa.eu/esco/occupation/511c8e9f-b19e-4ae8-9959-c047e7410441,railway infrastructure surveyor,altLabel,0.417910,review_only_not_used,no_unique_exact_esco_title_match,,,
M311301,Electrical Engineering Technician,311301,3113,1,3113.1,electrical engineering technician,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,electrical engineering technician,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M311303,Electrical and Instrument Supervisor,311303,3113,1,3113.1.1,calibration technician,http://data.europa.eu/esco/occupation/c332af81-4481-4494-9786-aea1f5c5ffcf,electrical and electronic equipment calibrator,altLabel,0.634146,review_only_not_used,no_unique_exact_esco_title_match,,,
M311303,Electrical and Instrument Supervisor,311303,3113,2,3113.1,electrical engineering technician,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,electrical installations inspector,altLabel,0.600000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311303,Electrical and Instrument Supervisor,311303,3113,3,3113.3,battery maintenance technician,http://data.europa.eu/esco/occupation/41519a6e-d4f1-4991-b821-24c54647949d,electro-mechanical equipment technician,altLabel,0.506667,review_only_not_used,no_unique_exact_esco_title_match,,,
M311304,Electrical Engineering Estimator,311304,3113,1,3113.1,electrical engineering technician,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,electrical engineering assistant,altLabel,0.843750,review_only_not_used,no_unique_exact_esco_title_match,,,
M311304,Electrical Engineering Estimator,311304,3113,2,3113.1.2,electromechanical engineering technician,http://data.europa.eu/esco/occupation/51c7015c-dc81-4fcb-b15f-619a4656a9fe,electrical engineering technician,altLabel,0.800000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311304,Electrical Engineering Estimator,311304,3113,3,3113.2,hydropower technician,http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,hydroelectric mechanical engineer,altLabel,0.584615,review_only_not_used,no_unique_exact_esco_title_match,,,
M311306,Electrical High Voltage Technician,311306,3113,1,3113.1,electrical engineering technician,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,electrical technician,altLabel,0.763636,review_only_not_used,no_unique_exact_esco_title_match,,,
M311306,Electrical High Voltage Technician,311306,3113,2,3113.1.2,electromechanical engineering technician,http://data.europa.eu/esco/occupation/51c7015c-dc81-4fcb-b15f-619a4656a9fe,electrical engineering technician,altLabel,0.716418,review_only_not_used,no_unique_exact_esco_title_match,,,
M311306,Electrical High Voltage Technician,311306,3113,3,3113.3,battery maintenance technician,http://data.europa.eu/esco/occupation/41519a6e-d4f1-4991-b821-24c54647949d,electronic maintenance technician,altLabel,0.716418,review_only_not_used,no_unique_exact_esco_title_match,,,
M311307,Debug Technician,311307,3113,1,3113.1.2,electromechanical engineering technician,http://data.europa.eu/esco/occupation/51c7015c-dc81-4fcb-b15f-619a4656a9fe,wind energy technician,altLabel,0.736842,review_only_not_used,no_unique_exact_esco_title_match,,,
M311307,Debug Technician,311307,3113,2,3113.2,hydropower technician,http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,hydropower technician,preferredLabel,0.702703,review_only_not_used,no_unique_exact_esco_title_match,,,
M311307,Debug Technician,311307,3113,3,3113.4,battery manufacturing technician,http://data.europa.eu/esco/occupation/10841c22-0154-48ab-aaca-ce61b9a8e448,production technician,altLabel,0.702703,review_only_not_used,no_unique_exact_esco_title_match,,,
M311308,Assistant Electrical Engineer,311308,3113,1,3113.1,electrical engineering technician,http://data.europa.eu/esco/occupation/9aa2a36f-296e-45fe-9798-b7839e0ed389,technician in electrical engineering,altLabel,0.707692,review_only_not_used,no_unique_exact_esco_title_match,,,
M311308,Assistant Electrical Engineer,311308,3113,2,3113.1.2,electromechanical engineering technician,http://data.europa.eu/esco/occupation/51c7015c-dc81-4fcb-b15f-619a4656a9fe,ship electrical technician,altLabel,0.654545,review_only_not_used,no_unique_exact_esco_title_match,,,
M311308,Assistant Electrical Engineer,311308,3113,3,3113.2,hydropower technician,http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,hydroelectric mechanical engineer,altLabel,0.612903,review_only_not_used,no_unique_exact_esco_title_match,,,
M311401,Electronics Engineering Technician,311401,3114,1,3114.1,electronics engineering technician,http://data.europa.eu/esco/occupation/27811419-407f-4868-a388-2f7df7aafd91,electronics engineering technician,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M311402,Electronics Engineering Estimator,311402,3114,1,3114.1,electronics engineering technician,http://data.europa.eu/esco/occupation/27811419-407f-4868-a388-2f7df7aafd91,electronics engineering assistant,altLabel,0.848485,review_only_not_used,no_unique_exact_esco_title_match,,,
M311402,Electronics Engineering Estimator,311402,3114,2,3114.1.6,microelectronics engineering technician,http://data.europa.eu/esco/occupation/0ea36a48-a27d-4515-b61f-3cab395cf60f,microelectronics engineering technician,preferredLabel,0.750000,review_only_not_used,no_unique_exact_esco_title_match,,,
M311402,Electronics Engineering Estimator,311402,3114,3,3114.1.9,optoelectronic engineering technician,http://data.europa.eu/esco/occupation/dcfeb6e4-f39d-49fb-96cd-23292fb3e037,optoelectronic engineering technician,preferredLabel,0.742857,review_only_not_used,no_unique_exact_esco_title_match,,,
M311403,Electronics Design Technician,311403,3114,1,3114.1.10,sensor engineering technician,http://data.europa.eu/esco/occupation/631e504f-0db4-4e03-bf90-3f00d550170f,electronics sensor technician,altLabel,0.862069,review_only_not_used,no_unique_exact_esco_title_match,,,
M311403,Electronics Design Technician,311403,3114,2,3114.1,electronics engineering technician,http://data.europa.eu/esco/occupation/27811419-407f-4868-a388-2f7df7aafd91,electronic equipment technician,altLabel,0.833333,review_only_not_used,no_unique_exact_esco_title_match,,,
M311403,Electronics Design Technician,311403,3114,3,3114.1.6,microelectronics engineering technician,http://data.europa.eu/esco/occupation/0ea36a48-a27d-4515-b61f-3cab395cf60f,microelectronics technician,altLabel,0.785714,review_only_not_used,no_unique_exact_esco_title_match,,,
